route stop id,stop number,address id,arrival time,departure time,stop type,unplanned,arrival_driver_id,departure_driver_id,bill_of_lading_id,number of orders,weight of orders,quantity of pieces on orders
115340,5,194,09/21/2018 11:45,09/21/2018 12:26,,false,88,88,71197,3,6294,28
154925,1,38338,05/29/2019 09:46,05/29/2019 10:26,,false,85,85,85092,1,20392,672
148831,1,5057,04/16/2019 08:38,04/16/2019 09:02,,false,122,122,82706,2,5960,3
178441,2,132,11/08/2019 09:28,11/08/2019 10:20,,false,123,123,93758,2,1550,7
182660,1,382,12/09/2019 08:33,12/09/2019 08:50,,false,112,112,95210,2,4895,63
122764,1,5496,11/06/2018 10:22,11/06/2018 11:05,,false,93,93,73818,1,653,1
151091,3,132,05/01/2019 13:15,05/01/2019 13:46,,false,112,112,83554,1,1440,4
155983,5,264,06/05/2019 11:09,06/05/2019 11:26,,false,78,78,85507,3,6334,34
113018,2,28405,09/06/2018 08:02,09/06/2018 08:22,,false,113,113,70334,1,11280,2
176554,2,15,10/28/2019 08:11,10/28/2019 09:32,,false,124,124,93089,2,4380,7
190656,4,40233,01/31/2020 06:55,01/31/2020 07:36,,false,78,78,98045,3,45927,202
143407,10,244,03/20/2019 07:49,03/20/2019 08:12,,false,75,75,80967,1,4395,56
154490,1,30762,05/29/2019 09:33,05/29/2019 11:10,,false,106,106,84911,1,39360,120
121321,3,34033,10/26/2018 12:18,10/26/2018 13:34,,false,123,123,73231,1,2755,3
108243,1,5085,08/13/2018 07:45,08/13/2018 10:44,,false,77,77,69067,1,533,4
129353,5,407,01/08/2019 12:20,01/08/2019 13:14,,false,88,88,76749,1,6372,6
143908,2,51,03/21/2019 09:20,03/21/2019 10:44,,false,123,123,81089,1,8765,92
151639,1,549,05/06/2019 12:26,05/06/2019 12:56,,false,75,75,83813,1,48282,341
108664,1,151,08/14/2018 07:52,08/14/2018 08:40,,false,107,107,69198,1,3400,8
94895,4,4581,05/11/2018 15:12,05/11/2018 15:30,,false,112,112,64519,1,2790,1
98032,4,1063,06/01/2018 14:47,06/01/2018 15:29,,false,114,114,65479,1,2191,16
155557,3,39720,06/04/2019 12:10,06/04/2019 12:57,,false,98,98,85433,1,14154,46
119932,1,902,10/22/2018 12:25,10/22/2018 13:12,,false,76,76,72777,1,29096,23
177501,3,38138,11/04/2019 08:19,11/04/2019 13:22,,false,113,113,93426,1,2781,3
109521,1,734,08/20/2018 09:43,08/20/2018 11:06,,false,112,112,69447,4,23524,36
138620,1,701,02/25/2019 12:21,02/25/2019 13:28,,false,123,123,79636,2,920,6
9407,2,5734,08/26/2016 11:11,08/26/2016 13:59,,false,,,32456,1,2144,23
172445,5,5530,10/03/2019 07:24,10/03/2019 08:22,,false,114,114,91712,1,153,2
183373,6,1214,12/12/2019 10:19,12/12/2019 10:39,,false,80,80,95453,1,3674,8
7581,1,81,07/21/2016 12:25,07/21/2016 15:08,,false,,,30830,1,13703,30
38255,1,132,03/19/2018 13:44,03/19/2018 15:30,,false,96,96,61640,4,45132,50
102231,4,28502,06/29/2018 11:47,06/29/2018 12:34,,false,113,113,66920,2,12363,41
114336,2,371,09/17/2018 09:41,09/17/2018 10:04,,false,120,120,70823,2,8192,19
107297,2,179,08/07/2018 12:29,08/07/2018 13:02,,false,108,108,68701,1,1557,2
128596,1,1398,12/19/2018 13:18,12/19/2018 13:57,,false,75,75,76011,5,46986,92
37520,3,5629,03/07/2018 11:37,03/07/2018 12:57,,false,80,80,61107,2,3208,71
8368,1,382,08/05/2016 08:03,08/05/2016 09:14,,false,,,31543,2,7188,54
148570,2,36933,04/15/2019 11:06,04/15/2019 11:28,,false,112,112,82611,2,823,111
171394,3,439,09/26/2019 10:57,09/26/2019 11:15,,false,123,123,91424,1,934,1
174671,1,121,10/15/2019 07:53,10/15/2019 08:19,,false,118,118,92431,2,930,3
154505,3,1366,05/28/2019 07:05,05/28/2019 07:18,,false,86,86,84924,1,27,6
95085,4,5439,05/14/2018 10:33,05/14/2018 10:55,,false,116,116,64577,4,194,7
4374,1,259,05/17/2016 12:11,05/17/2016 16:26,,false,,,27931,1,10061,19
36165,2,256,02/12/2018 08:20,02/12/2018 08:33,,false,74,74,59820,1,4702,8
37152,4,97,02/28/2018 13:31,02/28/2018 13:51,,false,83,83,60745,1,8066,15
101421,3,102,07/02/2018 10:45,07/02/2018 11:30,,false,76,76,66959,1,5706,6
98002,4,61,06/01/2018 07:54,06/01/2018 09:36,,false,86,86,65478,1,40394,64
174362,5,1040,10/14/2019 11:04,10/14/2019 11:39,,false,99,99,92344,1,692,7
94941,1,30314,05/16/2018 15:11,05/16/2018 15:47,,false,82,82,64702,1,879,3
125915,1,5414,11/27/2018 08:24,11/27/2018 09:05,,false,106,106,74867,1,29000,189
173400,5,169,10/08/2019 14:12,10/08/2019 14:34,,false,114,114,92015,1,6542,2
98812,4,99,06/06/2018 10:26,06/06/2018 10:59,,false,82,82,65694,1,11224,1
154100,6,222,05/22/2019 10:38,05/22/2019 10:51,,false,78,78,84774,1,2775,17
23045,2,68,06/01/2017 09:21,06/01/2017 15:28,,false,,,46535,1,871,5
186619,2,6273,01/08/2020 12:54,01/08/2020 13:18,,false,108,108,96645,3,6480,7
120068,1,6308,10/19/2018 06:40,10/19/2018 08:25,,false,88,88,72828,1,3528,243
147732,1,37353,04/09/2019 09:20,04/09/2019 10:22,,false,127,127,82262,1,45000,25
181967,1,181,12/05/2019 10:07,12/05/2019 11:22,,false,77,77,94966,3,2866,33
98019,1,15,06/04/2018 08:28,06/04/2018 09:23,,false,76,76,65484,1,46800,13
156180,8,9,06/06/2019 13:19,06/06/2019 13:30,,false,88,88,85582,1,801,17
163564,3,560,07/31/2019 09:53,07/31/2019 10:56,,false,126,126,88403,2,18345,66
182963,2,40395,12/10/2019 13:16,12/10/2019 13:39,,false,118,118,95326,1,1706,29
2936,1,73,04/19/2016 11:24,04/19/2016 13:23,,false,,,26545,2,12450,13
115432,1,931,09/24/2018 08:40,09/24/2018 09:26,,false,93,93,71090,1,3132,4
169432,3,282,09/13/2019 10:31,09/13/2019 13:15,,false,78,78,90699,1,20316,303
111783,1,6,08/31/2018 08:15,08/31/2018 09:21,,false,120,120,70115,1,41916,85
153111,3,356,05/15/2019 11:14,05/15/2019 11:44,,false,114,114,84380,2,10366,482
106779,3,28022,08/01/2018 12:00,08/01/2018 12:24,,false,118,118,68518,1,867,3
34661,3,29891,01/18/2018 11:10,01/18/2018 12:53,,false,107,107,58558,3,13471,26
167879,1,169,09/03/2019 07:08,09/03/2019 07:50,,false,75,75,90122,1,43804,19
130608,1,37318,01/22/2019 16:06,01/22/2019 20:57,,false,76,76,77622,1,47088,17
183526,2,28404,12/12/2019 13:31,12/12/2019 15:15,,false,89,89,95503,1,4374,10
139523,3,230,02/28/2019 10:19,02/28/2019 10:47,,false,102,102,79861,2,8922,13
151058,6,1040,05/01/2019 11:55,05/01/2019 12:07,,false,102,102,83548,1,2908,61
134185,1,30762,02/01/2019 08:42,02/01/2019 10:15,,false,120,120,78249,1,43348,353
135787,1,300,02/08/2019 09:16,02/08/2019 10:27,,false,112,112,78684,8,49466,67
100872,1,4,06/20/2018 13:40,06/20/2018 16:20,,false,83,83,66383,4,41740,38
3675,1,122,05/03/2016 09:16,05/03/2016 10:26,,false,,,27297,1,997,2
33474,1,4936,12/21/2017 13:53,12/21/2017 16:05,,false,,,56423,2,47181,12
140741,1,1054,03/06/2019 08:20,03/06/2019 08:36,,false,76,76,80239,1,396,1
38170,2,235,03/16/2018 10:34,03/16/2018 12:17,,false,114,114,61583,2,4532,11
128406,2,217,12/17/2018 14:04,12/17/2018 15:19,,false,95,95,75944,1,32400,36
167642,5,7788,08/30/2019 13:15,08/30/2019 15:38,,false,108,108,90037,1,23248,108
97031,1,53,05/29/2018 08:26,05/29/2018 09:20,,false,107,107,65248,1,40237,14
100200,2,8370,06/14/2018 13:53,06/14/2018 14:18,,false,112,112,66128,1,5280,8
5263,1,99,06/06/2016 10:08,06/06/2016 15:03,,false,,,28779,1,23665,16
102932,4,9,07/06/2018 13:22,07/06/2018 13:42,,false,113,113,67191,3,7121,18
176420,3,72,10/26/2019 09:20,10/26/2019 09:28,,false,89,89,93048,1,1080,1
115503,1,32733,09/24/2018 09:39,09/24/2018 11:21,,false,88,88,71257,1,17278,19
152608,1,217,05/13/2019 08:07,05/13/2019 10:50,,false,120,120,84181,5,30345,43
182614,4,35000,12/09/2019 10:11,12/09/2019 10:39,,false,107,107,95199,6,21704,236
187390,1,32,01/11/2020 05:36,01/11/2020 06:45,,false,89,89,96907,1,46987,36
184383,5,42953,12/18/2019 16:13,12/18/2019 16:40,,false,123,123,95812,1,5985,21
187373,1,560,01/13/2020 12:08,01/13/2020 14:57,,false,135,135,96899,2,32020,10
35651,1,381,02/02/2018 07:51,02/02/2018 08:18,,false,76,76,59422,1,2030,2
178835,3,37780,11/12/2019 13:37,11/12/2019 14:01,,false,106,106,93905,1,17680,5
184200,4,34569,12/18/2019 08:52,12/18/2019 10:10,,false,78,78,95756,1,1200,1
188905,2,1317,01/22/2020 14:55,01/22/2020 15:19,,false,112,112,97446,1,0,1
127092,4,96,12/06/2018 14:45,12/06/2018 15:36,,false,108,108,75418,2,13137,34
160919,1,312,07/12/2019 06:00,07/12/2019 08:29,,false,75,75,87430,1,27668,25
103557,2,16,07/11/2018 11:27,07/11/2018 15:08,,false,83,83,67458,1,15344,8
93421,1,1167,05/03/2018 14:26,05/03/2018 14:57,,false,93,93,64079,1,1412,4
98643,1,15,06/05/2018 14:45,06/05/2018 15:49,,false,96,96,65641,4,20188,20
102446,1,3960,07/02/2018 09:13,07/02/2018 09:54,,false,112,112,67014,1,1276,5
113626,2,681,09/11/2018 11:48,09/11/2018 12:34,,false,114,114,70515,5,3539,7
6964,2,5926,07/11/2016 12:26,07/11/2016 12:42,,false,,,30282,1,4400,33
38675,3,57,03/26/2018 12:33,03/26/2018 13:40,,false,114,114,62084,1,15305,67
117691,3,4868,10/04/2018 09:25,10/04/2018 09:49,,false,102,102,71893,1,19737,151
130031,1,1215,01/04/2019 09:37,01/04/2019 09:51,,false,98,98,76643,1,4603,15
116853,1,560,10/01/2018 10:17,10/01/2018 12:00,,false,106,106,71678,2,47287,60
118427,4,194,10/10/2018 12:39,10/10/2018 12:51,,false,80,80,72242,1,698,5
174137,2,28,10/11/2019 11:07,10/11/2019 22:51,,false,85,85,91981,1,9490,2
93961,2,342,05/07/2018 09:15,05/07/2018 09:45,,false,107,107,64239,1,6319,28
103199,1,5439,07/09/2018 07:55,07/09/2018 08:19,,false,76,76,67301,1,612,2
170865,1,382,09/24/2019 06:29,09/24/2019 07:06,,false,81,81,91260,1,499,1
96156,4,409,05/22/2018 12:41,05/22/2018 13:14,,false,108,108,65003,2,7311,56
22300,2,32,05/16/2017 13:58,05/17/2017 06:57,,false,,,45674,1,1522,4
92134,1,75,04/24/2018 11:40,04/24/2018 12:42,,false,74,74,63567,1,32615,17
132942,2,35975,01/24/2019 15:38,01/24/2019 16:05,,false,76,76,77799,1,14238,7
161628,5,216,07/17/2019 11:55,07/17/2019 12:10,,false,126,126,87702,1,8092,68
128634,2,7740,12/18/2018 10:13,12/18/2018 10:22,,false,82,82,76025,1,1000,1
149488,1,4,04/22/2019 09:46,04/22/2019 11:08,,false,124,124,82956,4,6896,28
90101,1,217,04/13/2018 07:54,04/13/2018 08:29,,false,113,113,63030,1,10370,63
111016,3,163,08/28/2018 09:55,08/28/2018 10:29,,false,114,114,69854,1,12540,4
151626,3,39189,05/06/2019 13:39,05/06/2019 16:18,,false,106,106,83808,2,11637,103
127433,1,560,12/10/2018 08:35,12/10/2018 10:19,,false,121,121,75607,2,38901,93
108510,1,165,08/14/2018 08:27,08/14/2018 09:02,,false,95,95,69151,1,12760,2
142644,1,121,03/14/2019 14:43,03/14/2019 15:05,,false,123,123,80769,1,6260,3
188343,3,943,01/17/2020 08:43,01/17/2020 09:06,,false,112,112,97264,1,3000,20
95662,1,32,05/17/2018 14:55,05/17/2018 15:50,,false,91,91,64773,3,9539,57
151392,7,446,05/03/2019 11:53,05/03/2019 13:15,,false,114,114,83658,1,16800,21
112112,3,29029,09/04/2018 14:25,09/04/2018 14:51,,false,98,98,70202,1,2120,3
181871,2,165,12/04/2019 07:59,12/04/2019 08:50,,false,108,108,94930,3,22971,12
39015,1,799,03/29/2017 09:29,03/29/2018 09:29,,false,75,75,62266,1,14503,17
104232,4,70,07/16/2018 09:33,07/16/2018 09:55,,false,82,82,67623,1,691,2
104442,4,125,07/17/2018 13:08,07/17/2018 13:39,,false,114,114,67708,2,1058,21
189257,1,560,01/24/2020 07:36,01/24/2020 08:44,,false,124,124,97583,1,49598,38
183393,3,4871,12/12/2019 10:55,12/12/2019 10:59,,false,98,98,95470,1,210,1
33956,1,132,01/03/2018 13:31,01/03/2018 13:45,,false,74,74,57895,3,29638,23
35315,2,503,01/29/2018 11:46,01/29/2018 12:33,,false,83,83,59134,3,3250,10
144988,3,373,03/27/2019 05:56,03/27/2019 07:15,,false,106,106,81466,1,17856,30
7899,2,27,07/28/2016 13:24,07/28/2016 15:19,,false,,,31161,1,15920,13
110124,4,264,08/22/2018 10:26,08/22/2018 10:51,,false,80,80,69587,1,8314,4
88728,3,61,04/05/2018 06:20,04/05/2018 07:20,,false,80,80,62573,1,21947,35
121880,4,30051,10/31/2018 15:18,10/31/2018 16:10,,false,95,95,73442,1,6840,4
112127,3,4581,09/04/2018 14:16,09/04/2018 14:33,,false,112,112,70205,1,1022,28
133948,5,1169,01/30/2019 16:31,01/30/2019 17:03,,false,95,95,78099,1,1044,2
160512,2,221,07/12/2019 12:00,07/12/2019 13:09,,false,108,108,87457,2,30807,73
91907,1,15,04/23/2018 12:09,04/23/2018 13:29,,false,97,97,63478,1,45429,34
139221,3,1676,02/27/2019 10:42,02/27/2019 11:31,,false,93,93,79800,2,9196,61
190144,2,99,01/29/2020 09:00,01/29/2020 10:00,,false,92,92,97898,2,9507,14
115141,1,96,09/20/2018 07:24,09/20/2018 07:49,,false,113,113,71102,3,7703,28
161599,2,200,07/17/2019 09:28,07/17/2019 10:09,,false,131,131,87695,1,6300,4
163758,1,256,08/02/2019 12:17,08/02/2019 13:18,,false,118,118,88546,1,14619,21
176969,6,1791,10/30/2019 15:13,10/30/2019 15:25,,false,134,134,93263,1,55,1
4501,5,235,05/19/2016 13:55,05/19/2016 15:28,,false,,,28057,1,7880,13
119763,1,261,10/17/2018 13:58,10/17/2018 14:18,,false,73,73,72702,1,714,1
36460,2,352,02/16/2018 09:05,02/16/2018 09:55,,false,78,78,60069,2,16956,60
117572,6,403,10/03/2018 11:12,10/03/2018 11:48,,false,114,114,71826,1,1104,3
100153,4,720,06/14/2018 15:39,06/14/2018 15:49,,false,108,108,66142,2,20496,17
115144,2,30314,09/20/2018 11:00,09/20/2018 11:40,,false,108,108,71112,1,33624,48
165193,2,3141,08/13/2019 13:09,08/13/2019 14:09,,false,77,77,89077,3,17054,48
4650,2,14,05/23/2016 09:44,05/23/2016 10:07,,false,,,28183,1,25313,135
11523,3,408,10/07/2016 09:44,10/07/2016 10:19,,false,,,34271,1,8820,3
111150,3,34514,08/29/2018 13:24,08/29/2018 14:35,,false,80,80,69918,1,15049,31
134414,1,446,02/01/2019 10:03,02/01/2019 10:19,,false,90,90,78230,1,77,3
99734,3,176,06/12/2018 13:01,06/12/2018 13:36,,false,114,114,66005,2,1480,9
152453,2,307,05/10/2019 08:07,05/10/2019 09:20,,false,114,114,84076,2,19966,17
101113,2,160,06/21/2018 09:37,06/21/2018 11:24,,false,96,96,66471,1,15702,12
119775,1,15,10/19/2018 12:24,10/19/2018 14:29,,false,106,106,72708,6,16672,37
163372,2,1668,07/30/2019 10:02,07/30/2019 11:23,,false,124,124,88357,1,13920,6
158992,1,35975,06/26/2019 09:37,06/26/2019 10:21,,false,123,123,86672,1,46650,88
105650,3,1778,07/25/2018 12:08,07/25/2018 12:30,,false,80,80,68149,2,18574,7
114065,3,10993,09/13/2018 10:27,09/13/2018 12:54,,false,76,76,70705,1,256,1
153737,2,25,05/20/2019 09:24,05/20/2019 10:24,,false,120,120,84643,1,27593,174
189771,2,211,01/27/2020 10:58,01/27/2020 11:16,,false,75,75,97759,2,8124,54
126769,1,1127,12/04/2018 10:55,12/04/2018 12:01,,false,123,123,75266,1,6617,5
128385,2,230,12/17/2018 07:34,12/17/2018 08:35,,false,102,102,75813,4,4385,13
165094,1,1032,08/12/2019 11:34,08/12/2019 13:21,,false,131,131,89025,3,2887,16
25430,2,410,07/18/2017 12:49,07/19/2017 16:27,,false,,,49112,1,913,1
159411,1,29204,07/02/2019 12:44,07/02/2019 13:30,,false,120,120,86861,1,39599,48
96002,4,2896,05/21/2018 13:58,05/21/2018 14:24,,false,88,88,64938,1,2998,1
94019,1,68,05/08/2018 10:31,05/08/2018 13:29,,false,106,106,64252,1,46330,18
100408,2,157,06/15/2018 09:08,06/15/2018 09:20,,false,78,78,66217,1,924,6
160234,1,251,07/05/2019 07:56,07/05/2019 08:26,,false,127,127,87168,1,3600,2
164119,2,492,08/05/2019 11:06,08/05/2019 11:57,,false,86,86,88611,1,2677,9
159473,1,40242,06/28/2019 07:50,06/28/2019 09:39,,false,98,98,86882,1,9733,10
127770,2,261,12/11/2018 10:41,12/11/2018 10:43,,false,90,90,75663,1,10938,21
116074,4,269,09/27/2018 11:32,09/27/2018 12:04,,false,95,95,71505,1,2894,6
146684,1,32,04/02/2019 13:47,04/02/2019 15:02,,false,129,129,81931,1,26691,185
171915,1,36115,09/30/2019 08:25,09/30/2019 09:20,,false,123,123,91559,1,41899,28
131200,2,407,01/15/2019 08:21,01/15/2019 08:54,,false,89,89,77168,1,1798,4
161558,4,311,07/17/2019 12:50,07/17/2019 14:31,,false,114,114,87652,1,4020,3
95211,3,10922,05/15/2018 09:53,05/15/2018 11:51,,false,114,114,64645,1,4604,54
102641,1,1490,07/03/2018 09:48,07/03/2018 10:17,,false,107,107,67078,2,23981,145
94297,1,541,05/09/2018 09:07,05/09/2018 09:50,,false,85,85,64337,1,4317,6
100043,1,15,06/14/2018 10:10,06/14/2018 10:49,,false,74,74,66101,1,46650,11
124424,1,29028,11/16/2018 07:53,11/16/2018 09:24,,false,98,98,74486,10,53597,149
184339,1,216,12/18/2019 11:54,12/18/2019 12:10,,false,93,93,95809,2,11928,100
148032,3,6308,04/10/2019 07:04,04/10/2019 07:43,,false,78,78,82384,1,4806,54
149501,5,29860,04/22/2019 16:06,04/22/2019 16:32,,false,118,118,82958,1,4494,17
10682,1,842,09/21/2016 09:22,09/21/2016 11:20,,false,,,33496,1,306,16
148811,1,35746,04/16/2019 10:06,04/16/2019 10:37,,false,124,124,82700,1,2397,101
150984,4,39038,05/01/2019 08:07,05/01/2019 09:40,,false,80,80,83525,2,13788,9
151207,5,356,05/02/2019 12:43,05/02/2019 13:20,,false,114,114,83577,5,10100,84
186077,3,582,01/06/2020 10:30,01/06/2020 11:13,,false,140,140,96452,1,6086,4
144982,2,16,03/26/2019 09:18,03/26/2019 10:05,,false,127,127,81451,2,15564,47
108550,1,71,08/14/2018 07:44,08/14/2018 13:07,,false,116,116,69165,6,13067,188
37289,3,249,03/02/2018 12:30,03/02/2018 14:08,,false,88,88,60855,2,7560,0
171823,4,4851,09/27/2019 11:59,09/27/2019 12:53,,false,98,98,91495,1,16308,28
172379,1,40396,10/01/2019 14:51,10/01/2019 15:02,,false,124,124,91716,1,1652,2
180876,4,28275,11/25/2019 07:40,11/25/2019 08:33,,false,113,113,94602,1,953,20
37887,2,5126,03/13/2018 11:30,03/13/2018 12:27,,false,108,108,61360,2,1883,37
171183,4,31646,09/25/2019 07:31,09/25/2019 09:03,,false,78,78,91320,2,16078,421
102809,1,560,07/05/2018 10:14,07/05/2018 10:56,,false,107,107,67152,2,11089,5
35536,1,6327,01/31/2018 10:43,01/31/2018 14:57,,false,84,84,59264,1,44990,43
124238,2,1703,11/15/2018 10:21,11/15/2018 11:02,,false,77,77,74416,1,36,1
88949,3,333,04/06/2018 13:28,04/06/2018 14:42,,false,114,114,62621,3,4134,5
177432,1,42298,11/04/2019 07:09,11/04/2019 07:52,,false,81,81,93420,1,9292,359
161890,4,259,07/19/2019 15:07,07/19/2019 16:05,,false,118,118,87799,3,21324,42
90001,3,1490,04/12/2018 15:03,04/12/2018 15:30,,false,112,112,62976,1,10395,2
107145,2,291,08/03/2018 13:07,08/03/2018 14:22,,false,112,112,68601,4,36936,34
127344,2,5629,12/07/2018 06:55,12/07/2018 07:29,,false,88,88,75511,1,3988,5
158449,1,15,06/21/2019 11:58,06/21/2019 13:43,,false,126,126,86460,4,41843,29
135963,2,96,02/12/2019 11:24,02/12/2019 12:29,,false,95,95,78749,2,27282,100
149865,2,5153,04/24/2019 09:45,04/24/2019 10:09,,false,77,77,83099,2,6364,19
104165,1,49,07/16/2018 08:49,07/16/2018 09:32,,false,81,81,67596,1,569,1
119901,3,558,10/18/2018 13:46,10/18/2018 14:14,,false,112,112,72769,1,20226,137
93335,5,28275,05/04/2018 08:38,05/04/2018 09:05,,false,95,95,64045,1,5736,20
37291,1,382,03/02/2018 06:22,03/02/2018 07:01,,false,81,81,60881,1,11874,18
116057,1,4,10/01/2018 15:16,10/01/2018 16:34,,false,93,93,71489,2,46991,21
147906,1,363,04/09/2019 08:43,04/09/2019 09:03,,false,104,104,82327,1,614,15
154623,2,37363,05/24/2019 11:10,05/24/2019 13:48,,false,127,127,84972,2,26848,26
120802,1,35775,10/23/2018 12:45,10/23/2018 13:00,,false,108,108,72990,1,977,1
145187,1,5734,03/27/2019 08:06,03/27/2019 08:53,,false,81,81,81532,1,8219,8
129451,1,902,01/03/2019 12:39,01/03/2019 13:47,,false,121,121,76400,3,42085,42
155194,3,37223,05/30/2019 15:51,05/30/2019 17:01,,false,106,106,85203,1,1212,6
186948,2,132,01/09/2020 07:47,01/09/2020 08:29,,false,135,135,96747,2,3254,15
154410,4,91,05/24/2019 11:01,05/24/2019 11:17,,false,112,112,84881,1,11703,168
187300,6,5641,01/13/2020 13:22,01/13/2020 13:48,,false,95,95,96873,1,1704,12
95942,1,29407,05/22/2018 11:06,05/22/2018 11:42,,false,88,88,65080,3,2172,7
100403,3,352,06/15/2018 08:48,06/15/2018 09:18,,false,80,80,66214,1,4099,6
154911,1,1657,05/29/2019 06:22,05/29/2019 07:48,,false,86,86,85093,1,952,4
155413,2,32,06/01/2019 12:03,06/01/2019 14:04,,false,89,89,85292,1,46980,133
115578,3,4857,09/24/2018 08:13,09/24/2018 08:28,,false,99,99,71275,1,920,2
9972,1,632,09/08/2016 09:28,09/08/2016 12:07,,false,,,32962,1,6613,1980
169411,2,8213,09/12/2019 07:50,09/12/2019 08:37,,false,106,106,90682,1,10009,13
124840,2,300,11/20/2018 11:23,11/20/2018 15:14,,false,77,77,74648,3,11254,92
38882,5,356,03/28/2018 14:01,03/28/2018 14:37,,false,114,114,62194,1,14153,25
34229,1,259,01/09/2018 08:16,01/09/2018 08:40,,false,107,107,58140,1,45539,60
119072,1,1045,10/12/2018 14:12,10/12/2018 14:48,,false,98,98,72416,1,3825,246
129640,1,519,01/02/2019 07:42,01/02/2019 08:19,,false,124,124,76360,2,48820,39
186423,1,560,01/08/2020 07:14,01/08/2020 08:45,,false,107,107,96579,1,48493,116
150117,5,123,04/25/2019 10:13,04/25/2019 10:28,,false,88,88,83191,1,1692,8
146641,1,15,04/02/2019 12:59,04/02/2019 14:02,,false,86,86,81911,1,46447,15
159789,2,465,07/02/2019 12:18,07/02/2019 13:52,,false,112,112,87015,1,34101,6
107520,1,5151,08/07/2018 09:38,08/07/2018 10:37,,false,85,85,68791,1,3880,2
113786,4,147,09/12/2018 10:31,09/12/2018 11:01,,false,113,113,70621,2,7978,12
146119,1,73,04/01/2019 08:50,04/01/2019 10:36,,false,77,77,81806,7,10263,231
101971,2,1762,06/27/2018 14:31,06/27/2018 15:30,,false,116,116,66803,1,5602,12
175047,1,403,10/17/2019 09:19,10/17/2019 10:30,,false,107,107,92559,1,40320,14
164384,5,5923,08/07/2019 14:04,08/07/2019 14:13,,false,99,99,88766,1,2547,2
132731,3,560,01/23/2019 14:18,01/23/2019 17:06,,false,106,106,77703,5,21789,15
9376,1,15,08/25/2016 14:51,08/25/2016 15:52,,false,,,32416,3,23284,105
16463,2,1571,01/19/2017 12:40,01/19/2017 14:05,,false,,,39305,5,19677,83
144965,2,36115,03/26/2019 09:55,03/26/2019 11:06,,false,121,121,81448,2,8647,61
23591,3,49,06/12/2017 13:57,06/12/2017 14:45,,false,,,47077,3,36564,126
151049,3,1231,05/01/2019 09:30,05/01/2019 09:46,,false,126,126,83544,1,164,1
129905,4,35917,01/04/2019 10:36,01/04/2019 10:56,,false,102,102,76645,1,1363,5
